Suite Name	Test Name	Test ID	Voltage	Frequency	Status	Context	Host Payload	Compare Check Data
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	150000000	PASS	{'seed': b'<L\xc9\xd1'}	3c4cc9d1	340860421 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	200000000	PASS	{'seed': b'\xe8\x9c@\xcc'}	e89c40cc	340966739 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	250000000	PASS	{'seed': b'\x03\x1eP\xb2'}	031e50b2	341090807 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	300000000	PASS	{'seed': b'\x18\xb779'}	18b73739	341223937 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	350000000	PASS	{'seed': b'oxd{'}	6f78647b	341358012 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	400000000	PASS	{'seed': b'e^\x15\xe9'}	655e15e9	341498936 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	450000000	PASS	{'seed': b'\x88\xbe\xf3\xa0'}	88bef3a0	341636272 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	500000000	PASS	{'seed': b'l\xba\xaf\x15'}	6cbaaf15	341780137 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	550000000	PASS	{'seed': b'\xd2\xb1\xc0\xd5'}	d2b1c0d5	341923426 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	600000000	PASS	{'seed': b'\x9f\x11\r\xb1'}	9f110db1	342065241 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	650000000	PASS	{'seed': b'\xeb\xe7\r\x01'}	ebe70d01	342208791 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	700000000	PASS	{'seed': b'\xc0\xedl\xe0'}	c0ed6ce0	342351719 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	750000000	PASS	{'seed': b'\x7f\xaeE\x88'}	7fae4588	342495001 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	800000000	PASS	{'seed': b'\xf4\x10\x05\x1a'}	f410051a	342643833 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	850000000	PASS	{'seed': b"'\xf2\xdeA"}	27f2de41	342788011 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	900000000	FAIL_NO_ETB	{'seed': b'\xc3A\x8d\xf6'}	c3418df6	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	950000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	1000000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	1050000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	1100000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	1150000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	1200000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	1250000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.85	1300000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	50000000	PASS	{'seed': b'\xf3\xdf\\\x99'}	f3df5c99	340699513 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	100000000	PASS	{'seed': b'\x19r\x95\xf0'}	197295f0	340757488 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	150000000	PASS	{'seed': b'\xe1\xa1\xeb\xb3'}	e1a1ebb3	340856962 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	200000000	PASS	{'seed': b'p\xfbB\x80'}	70fb4280	340966823 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	250000000	PASS	{'seed': b'\xdf\xbd2@'}	dfbd3240	341091008 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	300000000	PASS	{'seed': b'^\xb3\x9a\xa1'}	5eb39aa1	341223977 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	350000000	PASS	{'seed': b'\xe3\x85\tE'}	e3850945	341358082 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	400000000	PASS	{'seed': b'k\x96\x95!'}	6b969521	341498936 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	450000000	PASS	{'seed': b'l\xbb\xad\xa1'}	6cbbada1	341636272 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	500000000	PASS	{'seed': b'B\xbc+D'}	42bc2b44	341780137 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	550000000	PASS	{'seed': b'7\xf8+\xf7'}	37f82bf7	341923557 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	600000000	PASS	{'seed': b'|\xa2\xc5a'}	7ca2c561	342066212 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	650000000	PASS	{'seed': b'\x88D\xd5T'}	8844d554	342208270 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	700000000	PASS	{'seed': b'\xd82\xa4\x12'}	d832a412	342351650 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	750000000	PASS	{'seed': b'\xa1e\x02\x1c'}	a165021c	342495434 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	800000000	PASS	{'seed': b'\xd3\xf0\xbbt'}	d3f0bb74	342643754 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	850000000	PASS	{'seed': b'\xda\x13\xa3\x92'}	da13a392	342787274 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	900000000	PASS	{'seed': b'I\x9eT\xb2'}	499e54b2	342931490 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	950000000	PASS	{'seed': b'\xa7dI\xcc'}	a76449cc	343075140 cycles
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	1000000000	FAIL_NO_BEL	{'seed': b'W\\\xee\xa2'}	575ceea2	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	1050000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	1100000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	1150000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	1200000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	1250000000	SKIP_MAX_FREQ_FAIL	None	None	None
conv-bmark	Conv Accelerator FP16 Convolution	2	0.90	1300000000	SKIP_MAX_FREQ_FAIL	None	None	None
