Suite Name	Test Name	Test ID	Voltage	Frequency	Status	Context	Host Payload	Compare Check Data
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	50000000	FAIL_NO_UART	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	100000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	150000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	200000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	250000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	300000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	350000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	400000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	450000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	550000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	600000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	650000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	700000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	750000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	800000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	850000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	900000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	950000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1000000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1050000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1100000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1150000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1200000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1250000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1300000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1350000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1400000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1450000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.50	1500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	50000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	100000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	150000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	200000000	FAIL_NO_BEL	{}	d007000004	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	250000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	300000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	350000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	400000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	450000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	550000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	600000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	650000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	700000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	750000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	800000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	850000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	900000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	950000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1000000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1050000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1100000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1150000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1200000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1250000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1300000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1350000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1400000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1450000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.55	1500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	50000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	100000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	150000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	200000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	250000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	300000000	FAIL_NO_BEL	{}	d007000004	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	350000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	400000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	450000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	550000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	600000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	650000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	700000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	750000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	800000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	850000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	900000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	950000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1000000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1050000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1100000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1150000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1200000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1250000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1300000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1350000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1400000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1450000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.60	1500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	50000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	100000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	150000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	200000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	250000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	300000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	350000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	400000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	450000000	FAIL_NO_BEL	{}	d007000004	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	550000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	600000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	650000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	700000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	750000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	800000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	850000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	900000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	950000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1000000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1050000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1100000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1150000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1200000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1250000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1300000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1350000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1400000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1450000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.65	1500000000	SKIP_MAX_FREQ_FAIL	None	None	None
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	50000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	100000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	150000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	200000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	250000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	300000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	350000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	400000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	450000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	500000000	PASS	{}	d007000004	4 cores at 2000 ms
saturn_pvirus_4h	Saturn Power Virus (4 cores)	0	0.70	550000000	PASS	{}	d007000004	4 cores at 2000 ms
